0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
################################################################

Solution:
0, 0, 0, 0, 2, 0, 0, 0, 0, 2, 0, 0, 0
2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2
0, 0, 0, 0, 2, 1, 1, 1, 1, 2, 0, 0, 0
0, 0, 0, 0, 2, 1, 1, 1, 1, 2, 0, 0, 0
0, 0, 0, 0, 2, 1, 1, 1, 1, 2, 0, 0, 0
0, 0, 0, 0, 2, 1, 1, 1, 1, 2, 0, 0, 0
0, 0, 0, 0, 2, 1, 1, 1, 1, 2, 0, 0, 0
0, 0, 0, 0, 2, 1, 1, 1, 1, 2, 0, 0, 0
0, 0, 0, 0, 2, 1, 1, 1, 1, 2, 0, 0, 0
0, 0, 0, 0, 2, 1, 1, 1, 1, 2, 0, 0, 0
2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2
0, 0, 0, 0, 2, 0, 0, 0, 0, 2, 0, 0, 0
0, 0, 0, 0, 2, 0, 0, 0, 0, 2, 0, 0, 0

